ID_NODO_ORIGEN;ID_NODO_DESTINO;V0;T0;V1;T1;V2;T2;V3;T3;V4;T4;V5;T5;V6;T6;V7;T7;V8;T8;V9;T9;V10;T10;V11;T11;V12;T12;V13;T13;V14;T14;V15;T15;V16;T16;V17;T17;V18;T18;V19;T19;V20;T20;V21;T21;V22;T22;V23;T23;T_transporte;DISTANCIA
5;817;35.07697593;;35.07697593;;35.07697593;;35.07697593;;35.07697593;;24.30854951;;24.30854951;;24.30854951;;24.30854951;;24.30854951;;30.09433394;;30.09433394;;30.09433394;;30.09433394;;30.09433394;;23.52501069;;23.52501069;;23.52501069;;23.52501069;;23.52501069;;32.26662139;;32.26662139;;32.26662139;;32.26662139;;5.703040072;2.236067977
5;2384;34.62351596;;34.62351596;;34.62351596;;34.62351596;;34.62351596;;24.57580251;;24.57580251;;24.57580251;;24.57580251;;24.57580251;;29.39209068;;29.39209068;;29.39209068;;29.39209068;;29.39209068;;22.60543799;;22.60543799;;22.60543799;;22.60543799;;22.60543799;;30.87041115;;30.87041115;;30.87041115;;30.87041115;;2.654228599;1
5;2635;31.70237544;;31.70237544;;31.70237544;;31.70237544;;31.70237544;;22.31201732;;22.31201732;;22.31201732;;22.31201732;;22.31201732;;30.40446419;;30.40446419;;30.40446419;;30.40446419;;30.40446419;;22.51453446;;22.51453446;;22.51453446;;22.51453446;;22.51453446;;34.96105141;;34.96105141;;34.96105141;;34.96105141;;13.44566902;5
6;0;31.98383742;;31.98383742;;31.98383742;;31.98383742;;31.98383742;;21.7518304;;21.7518304;;21.7518304;;21.7518304;;21.7518304;;29.27337964;;29.27337964;;29.27337964;;29.27337964;;29.27337964;;22.7628397;;22.7628397;;22.7628397;;22.7628397;;22.7628397;;32.33683009;;32.33683009;;32.33683009;;32.33683009;;30.34227409;11
6;85;34.88793663;;34.88793663;;34.88793663;;34.88793663;;34.88793663;;24.10211891;;24.10211891;;24.10211891;;24.10211891;;24.10211891;;30.32225846;;30.32225846;;30.32225846;;30.32225846;;30.32225846;;21.55080842;;21.55080842;;21.55080842;;21.55080842;;21.55080842;;33.29370453;;33.29370453;;33.29370453;;33.29370453;;2.784118295;1
6;2184;32.65009573;;32.65009573;;32.65009573;;32.65009573;;32.65009573;;24.38902945;;24.38902945;;24.38902945;;24.38902945;;24.38902945;;29.52645936;;29.52645936;;29.52645936;;29.52645936;;29.52645936;;23.12095276;;23.12095276;;23.12095276;;23.12095276;;23.12095276;;31.84836334;;31.84836334;;31.84836334;;31.84836334;;10.38019508;4
6;2344;31.83416566;;31.83416566;;31.83416566;;31.83416566;;31.83416566;;23.40596129;;23.40596129;;23.40596129;;23.40596129;;23.40596129;;29.04581222;;29.04581222;;29.04581222;;29.04581222;;29.04581222;;23.89006133;;23.89006133;;23.89006133;;23.89006133;;23.89006133;;35.39527857;;35.39527857;;35.39527857;;35.39527857;;5.12689902;2
16;90;34.08424539;;34.08424539;;34.08424539;;34.08424539;;34.08424539;;23.69146219;;23.69146219;;23.69146219;;23.69146219;;23.69146219;;28.7746895;;28.7746895;;28.7746895;;28.7746895;;28.7746895;;24.50806814;;24.50806814;;24.50806814;;24.50806814;;24.50806814;;32.17095254;;32.17095254;;32.17095254;;32.17095254;;10.13023165;4
16;156;33.45110073;;33.45110073;;33.45110073;;33.45110073;;33.45110073;;25.39639408;;25.39639408;;25.39639408;;25.39639408;;25.39639408;;28.0841253;;28.0841253;;28.0841253;;28.0841253;;28.0841253;;25.07836299;;25.07836299;;25.07836299;;25.07836299;;25.07836299;;35.74348742;;35.74348742;;35.74348742;;35.74348742;;43.06501187;18
16;340;32.0944964;;32.0944964;;32.0944964;;32.0944964;;32.0944964;;23.89921167;;23.89921167;;23.89921167;;23.89921167;;23.89921167;;29.78389426;;29.78389426;;29.78389426;;29.78389426;;29.78389426;;25.19258435;;25.19258435;;25.19258435;;25.19258435;;25.19258435;;32.13842141;;32.13842141;;32.13842141;;32.13842141;;2.51054306;1
16;2195;32.26624971;;32.26624971;;32.26624971;;32.26624971;;32.26624971;;25.54535697;;25.54535697;;25.54535697;;25.54535697;;25.54535697;;31.27242437;;31.27242437;;31.27242437;;31.27242437;;31.27242437;;23.21019285;;23.21019285;;23.21019285;;23.21019285;;23.21019285;;32.48817429;;32.48817429;;32.48817429;;32.48817429;;2.585071154;1
18;34;34.61302183;;34.61302183;;34.61302183;;34.61302183;;34.61302183;;22.94595962;;22.94595962;;22.94595962;;22.94595962;;22.94595962;;28.03441241;;28.03441241;;28.03441241;;28.03441241;;28.03441241;;22.74430308;;22.74430308;;22.74430308;;22.74430308;;22.74430308;;32.20654949;;32.20654949;;32.20654949;;32.20654949;;63.31255766;24
18;210;31.96341997;;31.96341997;;31.96341997;;31.96341997;;31.96341997;;22.97017993;;22.97017993;;22.97017993;;22.97017993;;22.97017993;;28.03233475;;28.03233475;;28.03233475;;28.03233475;;28.03233475;;26.45067203;;26.45067203;;26.45067203;;26.45067203;;26.45067203;;34.72239706;;34.72239706;;34.72239706;;34.72239706;;13.06041141;5
18;2637;33.39645137;;33.39645137;;33.39645137;;33.39645137;;33.39645137;;23.31701474;;23.31701474;;23.31701474;;23.31701474;;23.31701474;;30.75833826;;30.75833826;;30.75833826;;30.75833826;;30.75833826;;23.84065282;;23.84065282;;23.84065282;;23.84065282;;23.84065282;;33.7629484;;33.7629484;;33.7629484;;33.7629484;;2.573228206;1
18;18;31.78905838;;31.78905838;;31.78905838;;31.78905838;;31.78905838;;24.12091364;;24.12091364;;24.12091364;;24.12091364;;24.12091364;;31.21040984;;31.21040984;;31.21040984;;31.21040984;;31.21040984;;22.88586496;;22.88586496;;22.88586496;;22.88586496;;22.88586496;;31.43816552;;31.43816552;;31.43816552;;31.43816552;;0;0
18;3841;31.86633164;;31.86633164;;31.86633164;;31.86633164;;31.86633164;;22.01515252;;22.01515252;;22.01515252;;22.01515252;;22.01515252;;31.2146118;;31.2146118;;31.2146118;;31.2146118;;31.2146118;;22.49084716;;22.49084716;;22.49084716;;22.49084716;;22.49084716;;31.52897249;;31.52897249;;31.52897249;;31.52897249;;5.450791218;2
19;46;31.86084351;;31.86084351;;31.86084351;;31.86084351;;31.86084351;;24.50393261;;24.50393261;;24.50393261;;24.50393261;;24.50393261;;28.63139893;;28.63139893;;28.63139893;;28.63139893;;28.63139893;;21.91355315;;21.91355315;;21.91355315;;21.91355315;;21.91355315;;34.16480664;;34.16480664;;34.16480664;;34.16480664;;8.214094664;3
19;217;32.23542694;;32.23542694;;32.23542694;;32.23542694;;32.23542694;;24.98056225;;24.98056225;;24.98056225;;24.98056225;;24.98056225;;29.01341492;;29.01341492;;29.01341492;;29.01341492;;29.01341492;;22.79402336;;22.79402336;;22.79402336;;22.79402336;;22.79402336;;35.4110892;;35.4110892;;35.4110892;;35.4110892;;13.16134476;5
19;631;31.00036737;;31.00036737;;31.00036737;;31.00036737;;31.00036737;;25.68317415;;25.68317415;;25.68317415;;25.68317415;;25.68317415;;30.64649548;;30.64649548;;30.64649548;;30.64649548;;30.64649548;;24.64700327;;24.64700327;;24.64700327;;24.64700327;;24.64700327;;34.19024326;;34.19024326;;34.19024326;;34.19024326;;7.303119086;3
19;2346;33.28890238;;33.28890238;;33.28890238;;33.28890238;;33.28890238;;23.30809056;;23.30809056;;23.30809056;;23.30809056;;23.30809056;;29.49293607;;29.49293607;;29.49293607;;29.49293607;;29.49293607;;26.2554467;;26.2554467;;26.2554467;;26.2554467;;26.2554467;;32.17522444;;32.17522444;;32.17522444;;32.17522444;;5.148426882;2
20;199;30.77781529;;30.77781529;;30.77781529;;30.77781529;;30.77781529;;22.66830669;;22.66830669;;22.66830669;;22.66830669;;22.66830669;;29.19449776;;29.19449776;;29.19449776;;29.19449776;;29.19449776;;24.69247393;;24.69247393;;24.69247393;;24.69247393;;24.69247393;;32.85103109;;32.85103109;;32.85103109;;32.85103109;;34.40927505;13
20;209;33.22868047;;33.22868047;;33.22868047;;33.22868047;;33.22868047;;25.41712231;;25.41712231;;25.41712231;;25.41712231;;25.41712231;;30.30631194;;30.30631194;;30.30631194;;30.30631194;;30.30631194;;24.32086262;;24.32086262;;24.32086262;;24.32086262;;24.32086262;;33.06853677;;33.06853677;;33.06853677;;33.06853677;;4.934035519;2
20;267;32.49207936;;32.49207936;;32.49207936;;32.49207936;;32.49207936;;23.91277873;;23.91277873;;23.91277873;;23.91277873;;23.91277873;;27.44975957;;27.44975957;;27.44975957;;27.44975957;;27.44975957;;21.77899557;;21.77899557;;21.77899557;;21.77899557;;21.77899557;;32.15782291;;32.15782291;;32.15782291;;32.15782291;;2.754947987;1
20;2305;32.48360358;;32.48360358;;32.48360358;;32.48360358;;32.48360358;;22.58949926;;22.58949926;;22.58949926;;22.58949926;;22.58949926;;28.95348116;;28.95348116;;28.95348116;;28.95348116;;28.95348116;;22.49691255;;22.49691255;;22.49691255;;22.49691255;;22.49691255;;34.90502902;;34.90502902;;34.90502902;;34.90502902;;18.66922846;7
20;2531;33.17649539;;33.17649539;;33.17649539;;33.17649539;;33.17649539;;22.2159565;;22.2159565;;22.2159565;;22.2159565;;22.2159565;;29.61353827;;29.61353827;;29.61353827;;29.61353827;;29.61353827;;24.92750315;;24.92750315;;24.92750315;;24.92750315;;24.92750315;;31.64765452;;31.64765452;;31.64765452;;31.64765452;;2.7007615;1
21;156;32.49681989;;32.49681989;;32.49681989;;32.49681989;;32.49681989;;26.27573078;;26.27573078;;26.27573078;;26.27573078;;26.27573078;;30.06478609;;30.06478609;;30.06478609;;30.06478609;;30.06478609;;26.58896894;;26.58896894;;26.58896894;;26.58896894;;26.58896894;;32.94661953;;32.94661953;;32.94661953;;32.94661953;;34.25213965;15
21;305;32.07869696;;32.07869696;;32.07869696;;32.07869696;;32.07869696;;23.77447576;;23.77447576;;23.77447576;;23.77447576;;23.77447576;;31.00219072;;31.00219072;;31.00219072;;31.00219072;;31.00219072;;23.04442007;;23.04442007;;23.04442007;;23.04442007;;23.04442007;;33.84071526;;33.84071526;;33.84071526;;33.84071526;;41.65867473;16
21;2215;32.79242487;;32.79242487;;32.79242487;;32.79242487;;32.79242487;;23.71597083;;23.71597083;;23.71597083;;23.71597083;;23.71597083;;27.89263841;;27.89263841;;27.89263841;;27.89263841;;27.89263841;;22.73044278;;22.73044278;;22.73044278;;22.73044278;;22.73044278;;31.94999948;;31.94999948;;31.94999948;;31.94999948;;18.47742273;7
21;2590;30.91293241;;30.91293241;;30.91293241;;30.91293241;;30.91293241;;25.59944038;;25.59944038;;25.59944038;;25.59944038;;25.59944038;;29.53675364;;29.53675364;;29.53675364;;29.53675364;;29.53675364;;22.21504768;;22.21504768;;22.21504768;;22.21504768;;22.21504768;;35.54188175;;35.54188175;;35.54188175;;35.54188175;;5.401743976;2
22;38;32.97260748;;32.97260748;;32.97260748;;32.97260748;;32.97260748;;25.68876739;;25.68876739;;25.68876739;;25.68876739;;25.68876739;;30.67716605;;30.67716605;;30.67716605;;30.67716605;;30.67716605;;21.2575022;;21.2575022;;21.2575022;;21.2575022;;21.2575022;;33.69582898;;33.69582898;;33.69582898;;33.69582898;;7.983328703;2.828427125
22;96;33.63369924;;33.63369924;;33.63369924;;33.63369924;;33.63369924;;24.26896856;;24.26896856;;24.26896856;;24.26896856;;24.26896856;;28.12012625;;28.12012625;;28.12012625;;28.12012625;;28.12012625;;23.40495559;;23.40495559;;23.40495559;;23.40495559;;23.40495559;;31.27547664;;31.27547664;;31.27547664;;31.27547664;;7.69067898;3
22;2687;31.85953915;;31.85953915;;31.85953915;;31.85953915;;31.85953915;;24.57431126;;24.57431126;;24.57431126;;24.57431126;;24.57431126;;29.30589458;;29.30589458;;29.30589458;;29.30589458;;29.30589458;;22.18041527;;22.18041527;;22.18041527;;22.18041527;;22.18041527;;33.15253428;;33.15253428;;33.15253428;;33.15253428;;16.23053471;6
22;22;34.15188937;;34.15188937;;34.15188937;;34.15188937;;34.15188937;;24.2870236;;24.2870236;;24.2870236;;24.2870236;;24.2870236;;30.42283226;;30.42283226;;30.42283226;;30.42283226;;30.42283226;;24.71679939;;24.71679939;;24.71679939;;24.71679939;;24.71679939;;32.66194464;;32.66194464;;32.66194464;;32.66194464;;0;0
22;2347;33.51108356;;33.51108356;;33.51108356;;33.51108356;;33.51108356;;23.26660653;;23.26660653;;23.26660653;;23.26660653;;23.26660653;;30.17705067;;30.17705067;;30.17705067;;30.17705067;;30.17705067;;24.01268785;;24.01268785;;24.01268785;;24.01268785;;24.01268785;;32.38328928;;32.38328928;;32.38328928;;32.38328928;;7.736409682;3
22;2660;34.71957474;;34.71957474;;34.71957474;;34.71957474;;34.71957474;;23.63978106;;23.63978106;;23.63978106;;23.63978106;;23.63978106;;28.07501742;;28.07501742;;28.07501742;;28.07501742;;28.07501742;;24.26810876;;24.26810876;;24.26810876;;24.26810876;;24.26810876;;32.29608471;;32.29608471;;32.29608471;;32.29608471;;3.589407767;1.414213562
22;2693;33.16439599;;33.16439599;;33.16439599;;33.16439599;;33.16439599;;22.46039752;;22.46039752;;22.46039752;;22.46039752;;22.46039752;;31.33849687;;31.33849687;;31.33849687;;31.33849687;;31.33849687;;23.74167678;;23.74167678;;23.74167678;;23.74167678;;23.74167678;;32.55821567;;32.55821567;;32.55821567;;32.55821567;;5.342737139;2
22;3112;32.97055533;;32.97055533;;32.97055533;;32.97055533;;32.97055533;;22.74185921;;22.74185921;;22.74185921;;22.74185921;;22.74185921;;29.38689057;;29.38689057;;29.38689057;;29.38689057;;29.38689057;;22.92321063;;22.92321063;;22.92321063;;22.92321063;;22.92321063;;33.62411945;;33.62411945;;33.62411945;;33.62411945;;7.914920163;3
22;3248;31.43105996;;31.43105996;;31.43105996;;31.43105996;;31.43105996;;23.29643368;;23.29643368;;23.29643368;;23.29643368;;23.29643368;;32.02175609;;32.02175609;;32.02175609;;32.02175609;;32.02175609;;22.41352617;;22.41352617;;22.41352617;;22.41352617;;22.41352617;;34.75104115;;34.75104115;;34.75104115;;34.75104115;;8.030864873;3
22;3821;32.68591242;;32.68591242;;32.68591242;;32.68591242;;32.68591242;;23.22669055;;23.22669055;;23.22669055;;23.22669055;;23.22669055;;30.57986529;;30.57986529;;30.57986529;;30.57986529;;30.57986529;;25.48647361;;25.48647361;;25.48647361;;25.48647361;;25.48647361;;32.32237421;;32.32237421;;32.32237421;;32.32237421;;3.653245974;1.414213562
22;4150;33.1034598;;33.1034598;;33.1034598;;33.1034598;;33.1034598;;21.61708286;;21.61708286;;21.61708286;;21.61708286;;21.61708286;;29.42593615;;29.42593615;;29.42593615;;29.42593615;;29.42593615;;24.5051693;;24.5051693;;24.5051693;;24.5051693;;24.5051693;;32.39238486;;32.39238486;;32.39238486;;32.39238486;;5.551165288;2
22;4208;32.1741682;;32.1741682;;32.1741682;;32.1741682;;32.1741682;;23.74342741;;23.74342741;;23.74342741;;23.74342741;;23.74342741;;29.6824054;;29.6824054;;29.6824054;;29.6824054;;29.6824054;;24.17941475;;24.17941475;;24.17941475;;24.17941475;;24.17941475;;31.56391405;;31.56391405;;31.56391405;;31.56391405;;10.10806047;4
34;18;34.61302183;;34.61302183;;34.61302183;;34.61302183;;34.61302183;;22.94595962;;22.94595962;;22.94595962;;22.94595962;;22.94595962;;28.03441241;;28.03441241;;28.03441241;;28.03441241;;28.03441241;;22.74430308;;22.74430308;;22.74430308;;22.74430308;;22.74430308;;32.20654949;;32.20654949;;32.20654949;;32.20654949;;63.31255766;24
34;41;33.11679463;;33.11679463;;33.11679463;;33.11679463;;33.11679463;;24.29595824;;24.29595824;;24.29595824;;24.29595824;;24.29595824;;31.82094954;;31.82094954;;31.82094954;;31.82094954;;31.82094954;;25.58391108;;25.58391108;;25.58391108;;25.58391108;;25.58391108;;30.32964979;;30.32964979;;30.32964979;;30.32964979;;32.10410523;13
34;2124;35.43406678;;35.43406678;;35.43406678;;35.43406678;;35.43406678;;24.59073343;;24.59073343;;24.59073343;;24.59073343;;24.59073343;;28.21620079;;28.21620079;;28.21620079;;28.21620079;;28.21620079;;25.43669071;;25.43669071;;25.43669071;;25.43669071;;25.43669071;;33.90826297;;33.90826297;;33.90826297;;33.90826297;;7.319830477;3
34;2487;34.63023077;;34.63023077;;34.63023077;;34.63023077;;34.63023077;;26.30037065;;26.30037065;;26.30037065;;26.30037065;;26.30037065;;27.76542028;;27.76542028;;27.76542028;;27.76542028;;27.76542028;;21.98003673;;21.98003673;;21.98003673;;21.98003673;;21.98003673;;33.84981454;;33.84981454;;33.84981454;;33.84981454;;2.72974976;1
38;22;32.97260748;;32.97260748;;32.97260748;;32.97260748;;32.97260748;;25.68876739;;25.68876739;;25.68876739;;25.68876739;;25.68876739;;30.67716605;;30.67716605;;30.67716605;;30.67716605;;30.67716605;;21.2575022;;21.2575022;;21.2575022;;21.2575022;;21.2575022;;33.69582898;;33.69582898;;33.69582898;;33.69582898;;7.983328703;2.828427125
38;109;31.02162795;;31.02162795;;31.02162795;;31.02162795;;31.02162795;;23.56262364;;23.56262364;;23.56262364;;23.56262364;;23.56262364;;31.34279753;;31.34279753;;31.34279753;;31.34279753;;31.34279753;;23.76497244;;23.76497244;;23.76497244;;23.76497244;;23.76497244;;33.73900094;;33.73900094;;33.73900094;;33.73900094;;25.46405736;10
38;3678;31.70551854;;31.70551854;;31.70551854;;31.70551854;;31.70551854;;23.86909754;;23.86909754;;23.86909754;;23.86909754;;23.86909754;;30.01925132;;30.01925132;;30.01925132;;30.01925132;;30.01925132;;21.39626348;;21.39626348;;21.39626348;;21.39626348;;21.39626348;;33.50403636;;33.50403636;;33.50403636;;33.50403636;;2.804227946;1
38;4421;30.60841056;;30.60841056;;30.60841056;;30.60841056;;30.60841056;;22.83216066;;22.83216066;;22.83216066;;22.83216066;;22.83216066;;29.91257582;;29.91257582;;29.91257582;;29.91257582;;29.91257582;;25.87317181;;25.87317181;;25.87317181;;25.87317181;;25.87317181;;33.30794456;;33.30794456;;33.30794456;;33.30794456;;7.883616565;3
41;34;33.11679463;;33.11679463;;33.11679463;;33.11679463;;33.11679463;;24.29595824;;24.29595824;;24.29595824;;24.29595824;;24.29595824;;31.82094954;;31.82094954;;31.82094954;;31.82094954;;31.82094954;;25.58391108;;25.58391108;;25.58391108;;25.58391108;;25.58391108;;30.32964979;;30.32964979;;30.32964979;;30.32964979;;32.10410523;13
41;180;30.36312733;;30.36312733;;30.36312733;;30.36312733;;30.36312733;;24.19861385;;24.19861385;;24.19861385;;24.19861385;;24.19861385;;29.21895909;;29.21895909;;29.21895909;;29.21895909;;29.21895909;;23.1984973;;23.1984973;;23.1984973;;23.1984973;;23.1984973;;32.74612122;;32.74612122;;32.74612122;;32.74612122;;18.10462094;7
41;2254;32.27571025;;32.27571025;;32.27571025;;32.27571025;;32.27571025;;23.20141959;;23.20141959;;23.20141959;;23.20141959;;23.20141959;;29.48603027;;29.48603027;;29.48603027;;29.48603027;;29.48603027;;24.38622587;;24.38622587;;24.38622587;;24.38622587;;24.38622587;;33.94479768;;33.94479768;;33.94479768;;33.94479768;;7.758145974;3
41;2257;31.78259925;;31.78259925;;31.78259925;;31.78259925;;31.78259925;;24.79933865;;24.79933865;;24.79933865;;24.79933865;;24.79933865;;29.42918255;;29.42918255;;29.42918255;;29.42918255;;29.42918255;;22.75389719;;22.75389719;;22.75389719;;22.75389719;;22.75389719;;32.3048375;;32.3048375;;32.3048375;;32.3048375;;18.45837645;7
46;19;31.86084351;;31.86084351;;31.86084351;;31.86084351;;31.86084351;;24.50393261;;24.50393261;;24.50393261;;24.50393261;;24.50393261;;28.63139893;;28.63139893;;28.63139893;;28.63139893;;28.63139893;;21.91355315;;21.91355315;;21.91355315;;21.91355315;;21.91355315;;34.16480664;;34.16480664;;34.16480664;;34.16480664;;8.214094664;3
46;146;33.08188766;;33.08188766;;33.08188766;;33.08188766;;33.08188766;;24.6670617;;24.6670617;;24.6670617;;24.6670617;;24.6670617;;28.60981262;;28.60981262;;28.60981262;;28.60981262;;28.60981262;;25.82774444;;25.82774444;;25.82774444;;25.82774444;;25.82774444;;33.40420989;;33.40420989;;33.40420989;;33.40420989;;19.45914782;8
46;644;35.69646675;;35.69646675;;35.69646675;;35.69646675;;35.69646675;;26.12115583;;26.12115583;;26.12115583;;26.12115583;;26.12115583;;27.71251434;;27.71251434;;27.71251434;;27.71251434;;27.71251434;;24.89467959;;24.89467959;;24.89467959;;24.89467959;;24.89467959;;33.77809831;;33.77809831;;33.77809831;;33.77809831;;7.230460602;3
46;2450;33.55757223;;33.55757223;;33.55757223;;33.55757223;;33.55757223;;23.6563694;;23.6563694;;23.6563694;;23.6563694;;23.6563694;;30.13252841;;30.13252841;;30.13252841;;30.13252841;;30.13252841;;22.1774854;;22.1774854;;22.1774854;;22.1774854;;22.1774854;;33.36529482;;33.36529482;;33.36529482;;33.36529482;;2.705446489;1
46;2886;32.20453957;;32.20453957;;32.20453957;;32.20453957;;32.20453957;;24.36212674;;24.36212674;;24.36212674;;24.36212674;;24.36212674;;29.99521555;;29.99521555;;29.99521555;;29.99521555;;29.99521555;;24.63751291;;24.63751291;;24.63751291;;24.63751291;;24.63751291;;33.21146867;;33.21146867;;33.21146867;;33.21146867;;12.31419585;5
48;139;32.81881113;;32.81881113;;32.81881113;;32.81881113;;32.81881113;;22.87473021;;22.87473021;;22.87473021;;22.87473021;;22.87473021;;30.58129251;;30.58129251;;30.58129251;;30.58129251;;30.58129251;;25.07972297;;25.07972297;;25.07972297;;25.07972297;;25.07972297;;35.08796351;;35.08796351;;35.08796351;;35.08796351;;60.32858038;23
48;305;33.91679445;;33.91679445;;33.91679445;;33.91679445;;33.91679445;;24.44902466;;24.44902466;;24.44902466;;24.44902466;;24.44902466;;28.58547382;;28.58547382;;28.58547382;;28.58547382;;28.58547382;;25.47017162;;25.47017162;;25.47017162;;25.47017162;;25.47017162;;31.80204872;;31.80204872;;31.80204872;;31.80204872;;36.8112844;15
48;1448;32.90781408;;32.90781408;;32.90781408;;32.90781408;;32.90781408;;24.07578252;;24.07578252;;24.07578252;;24.07578252;;24.07578252;;27.86507059;;27.86507059;;27.86507059;;27.86507059;;27.86507059;;25.26374771;;25.26374771;;25.26374771;;25.26374771;;25.26374771;;34.40036671;;34.40036671;;34.40036671;;34.40036671;;2.492130836;1
48;2320;32.45479109;;32.45479109;;32.45479109;;32.45479109;;32.45479109;;23.85598452;;23.85598452;;23.85598452;;23.85598452;;23.85598452;;30.97741625;;30.97741625;;30.97741625;;30.97741625;;30.97741625;;24.68751198;;24.68751198;;24.68751198;;24.68751198;;24.68751198;;35.25707954;;35.25707954;;35.25707954;;35.25707954;;10.0603687;4
58;165;32.41211951;;32.41211951;;32.41211951;;32.41211951;;32.41211951;;23.61311583;;23.61311583;;23.61311583;;23.61311583;;23.61311583;;30.03048735;;30.03048735;;30.03048735;;30.03048735;;30.03048735;;22.8835684;;22.8835684;;22.8835684;;22.8835684;;22.8835684;;31.22178742;;31.22178742;;31.22178742;;31.22178742;;34.08559305;13
58;844;32.81183481;;32.81183481;;32.81183481;;32.81183481;;32.81183481;;23.01322896;;23.01322896;;23.01322896;;23.01322896;;23.01322896;;28.85103212;;28.85103212;;28.85103212;;28.85103212;;28.85103212;;22.84684578;;22.84684578;;22.84684578;;22.84684578;;22.84684578;;33.3732589;;33.3732589;;33.3732589;;33.3732589;;14.14242874;5.385164807
58;3250;32.4706748;;32.4706748;;32.4706748;;32.4706748;;32.4706748;;23.83481808;;23.83481808;;23.83481808;;23.83481808;;23.83481808;;29.75751483;;29.75751483;;29.75751483;;29.75751483;;29.75751483;;23.34875687;;23.34875687;;23.34875687;;23.34875687;;23.34875687;;31.71275626;;31.71275626;;31.71275626;;31.71275626;;7.709189873;3
